S. No,key,English,Hindi,Kannada,Malayalam,Tamil,Gujarati,Odia,Bengali,Marathi,Telugu,Punjabi,Assamese
0,selected_language_is,Selected language is English,चुनी गई भाषा हिंदी है,ಆಯ್ಕೆ ಮಾಡಲಾದ ಭಾಷೆ ಕನ್ನಡ,മലയാള ഭാഷയാണ് തിരഞ്ഞെടുത്തിരിക്കുന്നത്,நீங்கள் தேர்ந்தெடுத்த மொழி தமிழ்,પસંદ કરેલી ભાષા ગુજરાતી છે,ମନୋନୀତ ଭାଷା ହେଉଛି ଓଡ଼ିଆ,নির্বাচিত ভাষাটি হলো বাংলা।,निवडलेली भाषा मराठी आहे,ఎంచుకోబడిన భాష తెలుగు,ਚੁਣੀ ਗਈ ਭਾਸ਼ਾ ਪੰਜਾਬੀ ਹੈ,বাচনি কৰি লোৱা ভাষা অসমীয়া
